Game Date,Game Time,Elapsed Time,Reason,Score,Accuracy,Asteroids Hit
2024-06-07,10:39:11,21.2,Player Quit,1656,0.8,17
2024-06-07,10:40:28,26.3,Spacecraft Health 0,2126,0.59,22
2024-06-07,10:43:18,47.03,Player Quit,2244,0.82,23
